Date,Open,High,Low,Close,Adj Close,Volume,,log volatlity,app volatility,log^2,app^2,log daily,app daily,log year,app year,^2 * W,EWMA var,EWMA daily (daily 아니고 annual이라고 함!),,람다,=,0.94
2019-04-26,2925.810059,2939.879883,2917.560059,2939.879883,2939.879883,3248500000,,0.00467435,0.004685292,2.18E-05,2.20E-05,0.018264639,0.018200967,,,6.72E-17,0.000183822,,383,0.06,5.10E-11,3.06E-12
2019-04-29,2940.580078,2949.52002,2939.350098,2943.030029,2943.030029,3118780000,,0.001070948,0.001071522,1.15E-06,1.15E-06,0.018286908,0.018223144,,,3.74E-18,0.000183822,,382,0.06,5.43E-11,3.26E-12
2019-04-30,2937.139893,2948.219971,2924.110107,2945.830078,2945.830078,3919330000,,0.000950965,0.000951417,9.04E-07,9.05E-07,0.018310746,0.018246898,,,3.14E-18,0.000183822,,381,0.06,5.78E-11,3.47E-12
2019-05-01,2952.330078,2954.129883,2923.360107,2923.72998,2923.72998,3645850000,,-0.007530446,-0.007502163,5.67E-05,5.63E-05,0.018334695,0.018270764,,,2.08E-16,0.000183822,,380,0.06,6.15E-11,3.69E-12
2019-05-02,2922.159912,2931.679932,2900.5,2917.52002,2917.52002,3778890000,,-0.002126244,-0.002123985,4.52E-06,4.51E-06,0.018354739,0.018290725,,,1.77E-17,0.000183822,,379,0.06,6.54E-11,3.92E-12
2019-05-03,2929.209961,2947.850098,2929.209961,2945.639893,2945.639893,3338120000,,0.009592127,0.009638279,9.20E-05,9.29E-05,0.018378614,0.018314514,,,3.88E-16,0.000183822,,378,0.06,6.96E-11,4.17E-12
2019-05-06,2908.889893,2937.320068,2898.209961,2932.469971,2932.469971,3181520000,,-0.004481013,-0.004470988,2.01E-05,2.00E-05,0.018396293,0.018332053,,,8.87E-17,0.000183822,,377,0.06,7.40E-11,4.44E-12
2019-05-07,2913.030029,2913.030029,2862.600098,2884.050049,2884.050049,3767100000,,-0.016649488,-0.016511651,0.000277205,0.000272635,0.01841923,0.018354903,,,1.29E-15,0.000183822,,376,0.06,7.87E-11,4.72E-12
2019-05-08,2879.610107,2897.959961,2873.280029,2879.419922,2879.419922,3485790000,,-0.001606715,-0.001605425,2.58E-06,2.58E-06,0.01842371,0.018359393,,,1.30E-17,0.000183822,,375,0.06,8.37E-11,5.02E-12
2019-05-09,2859.840088,2875.969971,2836.399902,2870.719971,2870.719971,3638820000,,-0.003025999,-0.003021425,9.16E-06,9.13E-06,0.018448072,0.018383669,,,4.88E-17,0.000183822,,374,0.06,8.91E-11,5.35E-12
2019-05-10,2863.100098,2891.310059,2825.389893,2881.399902,2881.399902,3529600000,,0.003713394,0.003720297,1.38E-05,1.38E-05,0.018472056,0.018407565,,,7.87E-17,0.000183822,,373,0.06,9.48E-11,5.69E-12
2019-05-13,2840.189941,2840.189941,2801.429932,2811.870117,2811.870117,3894030000,,-0.024426469,-0.024130557,0.000596652,0.000582284,0.018495801,0.018431219,,,3.52E-15,0.000183822,,372,0.06,1.01E-10,6.05E-12
2019-05-14,2820.120117,2852.540039,2820.120117,2834.409912,2834.409912,3322720000,,0.007983988,0.008015945,6.37E-05,6.43E-05,0.018477293,0.018412997,,,4.14E-16,0.000183822,,371,0.06,1.07E-10,6.44E-12
2019-05-15,2820.379883,2858.679932,2815.080078,2850.959961,2850.959961,3125950000,,0.005821994,0.005838975,3.39E-05,3.41E-05,0.018497535,0.018433117,,,2.33E-16,0.000183822,,370,0.06,1.14E-10,6.85E-12
2019-05-16,2855.800049,2892.149902,2855.800049,2876.320068,2876.320068,3338060000,,0.008855957,0.008895287,7.84E-05,7.91E-05,0.018520042,0.01845552,,,5.76E-16,0.000183822,,369,0.06,1.21E-10,7.28E-12
2019-05-17,2858.600098,2885.47998,2854.22998,2859.530029,2859.530029,3257950000,,-0.005854437,-0.005837333,3.43E-05,3.41E-05,0.018539388,0.018474734,,,2.64E-16,0.000183822,,368,0.06,1.29E-10,7.75E-12
2019-05-20,2841.939941,2853.860107,2831.290039,2840.22998,2840.22998,3288870000,,-0.006772258,-0.006749378,4.59E-05,4.56E-05,0.018562052,0.018497309,,,3.75E-16,0.000183822,,367,0.06,1.37E-10,8.24E-12
2019-05-21,2854.02002,2868.879883,2854.02002,2864.360107,2864.360107,3218700000,,0.008459949,0.008495836,7.16E-05,7.22E-05,0.018583962,0.01851913,,,6.33E-16,0.000183822,,366,0.06,1.46E-10,8.77E-12
2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3192510000,,-0.002828392,-0.002824396,8.00E-06,7.98E-06,0.018604078,0.018539116,,,7.44E-17,0.000183822,,365,0.06,1.55E-10,9.33E-12
2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3891980000,,-0.011985692,-0.01191415,0.000143657,0.000141947,0.018628957,0.018563905,,,1.41E-15,0.000183822,,364,0.06,1.65E-10,9.92E-12
2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000,,0.001352644,0.001353559,1.83E-06,1.83E-06,0.018643947,0.018578833,,,1.93E-17,0.000183822,,363,0.06,1.76E-10,1.06E-11
2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4121410000,,-0.00841095,-0.008375677,7.07E-05,7.02E-05,0.018669475,0.01860427,,,7.88E-16,0.000183822,,362,0.06,1.87E-10,1.12E-11
2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3700050000,,-0.00693591,-0.006911912,4.81E-05,4.78E-05,0.018690017,0.018624725,,,5.71E-16,0.000183822,,361,0.06,1.99E-10,1.19E-11
2019-05-30,2786.939941,2799,2776.73999,2788.860107,2788.860107,3273790000,,0.002096272,0.002098471,4.39E-06,4.40E-06,0.018712325,0.018646943,,,5.60E-17,0.000183822,,360,0.06,2.12E-10,1.27E-11
2019-05-31,2766.149902,2768.97998,2750.52002,2752.060059,2752.060059,3981020000,,-0.013283205,-0.013195373,0.000176444,0.000174118,0.01873797,0.018672496,,,2.35E-15,0.000183822,,359,0.06,2.25E-10,1.35E-11
2019-06-03,2751.530029,2763.070068,2728.810059,2744.449951,2744.449951,3943810000,,-0.002769071,-0.002765241,7.67E-06,7.65E-06,0.018750949,0.018685424,,,1.10E-16,0.000183822,,358,0.06,2.40E-10,1.44E-11
2019-06-04,2762.639893,2804.48999,2762.639893,2803.27002,2803.27002,3810430000,,0.021205927,0.021432371,0.000449691,0.000459347,0.018776548,0.018710931,,,7.03E-15,0.000183822,,357,0.06,2.55E-10,1.53E-11
2019-06-05,2818.090088,2827.280029,2800.919922,2826.149902,2826.149902,3548830000,,0.008128727,0.008161854,6.61E-05,6.66E-05,0.018769302,0.018703114,,,1.08E-15,0.000183822,,356,0.06,2.71E-10,1.63E-11
2019-06-06,2828.51001,2852.100098,2822.449951,2843.48999,2843.48999,3396410000,,0.006116841,0.006135587,3.74E-05,3.76E-05,0.018790707,0.018724388,,,6.52E-16,0.000183822,,355,0.06,2.89E-10,1.73E-11
2019-06-07,2852.870117,2884.969971,2852.870117,2873.340088,2873.340088,3220250000,,0.010442979,0.010497698,0.000109056,0.000110202,0.018814353,0.018747922,,,2.03E-15,0.000183822,,354,0.06,3.07E-10,1.84E-11
2019-06-10,2885.830078,2904.77002,2885.51001,2886.72998,2886.72998,3209210000,,0.00464922,0.004660044,2.16E-05,2.17E-05,0.018832731,0.018766134,,,4.26E-16,0.000183822,,353,0.06,3.27E-10,1.96E-11
2019-06-11,2903.27002,2910.610107,2878.530029,2885.719971,2885.719971,3548420000,,-0.000349941,-0.00034988,1.22E-07,1.22E-07,0.018857764,0.018791063,,,2.55E-18,0.000183822,,352,0.06,3.48E-10,2.09E-11
2019-06-12,2882.72998,2888.570068,2874.679932,2879.840088,2879.840088,3034130000,,-0.002039658,-0.002037579,4.16E-06,4.15E-06,0.018884522,0.018817727,,,9.21E-17,0.000183822,,351,0.06,3.70E-10,2.22E-11
2019-06-13,2886.23999,2895.23999,2881.98999,2891.639893,2891.639893,3069810000,,0.004089011,0.004097382,1.67E-05,1.68E-05,0.018911091,0.0188442,,,3.96E-16,0.000183822,,350,0.06,3.93E-10,2.36E-11
2019-06-14,2886.820068,2894.449951,2879.620117,2886.97998,2886.97998,2922330000,,-0.001612812,-0.001611512,2.60E-06,2.60E-06,0.018936826,0.018869832,,,6.52E-17,0.000183822,,349,0.06,4.18E-10,2.51E-11
2019-06-17,2889.75,2897.27002,2887.300049,2889.669922,2889.669922,2810140000,,0.000931316,0.000931749,8.67E-07,8.68E-07,0.01896374,0.01889665,,,2.32E-17,0.000183822,,348,0.06,4.45E-10,2.67E-11
2019-06-18,2906.709961,2930.790039,2905.439941,2917.75,2917.75,3437620000,,0.00967049,0.0097174,9.35E-05,9.44E-05,0.018990902,0.018923715,,,2.68E-15,0.000183822,,347,0.06,4.74E-10,2.84E-11
2019-06-19,2920.550049,2931.73999,2911.429932,2926.459961,2926.459961,3287890000,,0.002980717,0.002985164,8.88E-06,8.91E-06,0.01901116,0.018943817,,,2.69E-16,0.000183822,,346,0.06,5.04E-10,3.02E-11
2019-06-20,2949.600098,2958.060059,2931.5,2954.179932,2954.179932,3905940000,,0.009427605,0.009472185,8.89E-05,8.97E-05,0.019037938,0.018970495,,,2.89E-15,0.000183822,,345,0.06,5.36E-10,3.22E-11
2019-06-21,2952.709961,2964.149902,2946.870117,2950.459961,2950.459961,5000120000,,-0.001260016,-0.001259223,1.59E-06,1.59E-06,0.019058752,0.018991155,,,5.42E-17,0.000183822,,344,0.06,5.70E-10,3.42E-11
2019-06-24,2951.419922,2954.919922,2944.050049,2945.350098,2945.350098,3136250000,,-0.001733388,-0.001731887,3.00E-06,3.00E-06,0.019086313,0.019018617,,,1.09E-16,0.000183822,,343,0.06,6.07E-10,3.64E-11
2019-06-25,2945.780029,2946.52002,2916.01001,2917.379883,2917.379883,3578050000,,-0.009541776,-0.009496397,9.10E-05,9.02E-05,0.019113886,0.019046091,,,3.49E-15,0.000183822,,342,0.06,6.45E-10,3.87E-11
2019-06-26,2926.070068,2932.590088,2912.98999,2913.780029,2913.780029,3478130000,,-0.001234696,-0.001233934,1.52E-06,1.52E-06,0.019134855,0.019066969,,,6.27E-17,0.000183822,,341,0.06,6.86E-10,4.12E-11
2019-06-27,2919.659912,2929.300049,2918.570068,2924.919922,2924.919922,3122920000,,0.003815886,0.003823176,1.46E-05,1.46E-05,0.019162775,0.019094789,,,6.40E-16,0.000183822,,340,0.06,7.30E-10,4.38E-11
2019-06-28,2932.939941,2943.97998,2929.050049,2941.76001,2941.76001,5420700000,,0.005740942,0.005757453,3.30E-05,3.31E-05,0.019189819,0.019121727,,,1.55E-15,0.000183822,,339,0.06,7.77E-10,4.66E-11
2019-07-01,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078,3513270000,,0.007643018,0.007672301,5.84E-05,5.89E-05,0.019215572,0.019147363,,,2.92E-15,0.000183822,,338,0.06,8.26E-10,4.96E-11
2019-07-02,2964.659912,2973.209961,2955.919922,2973.01001,2973.01001,3206840000,,0.002923847,0.002928126,8.55E-06,8.57E-06,0.019239485,0.019171143,,,4.52E-16,0.000183822,,337,0.06,8.79E-10,5.28E-11
2019-07-03,2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,1963720000,,0.007643095,0.007672378,5.84E-05,5.89E-05,0.019267351,0.019198904,,,3.30E-15,0.000183822,,336,0.06,9.35E-10,5.61E-11
2019-07-05,2984.25,2994.030029,2967.969971,2990.409912,2990.409912,2434210000,,-0.001807534,-0.001805902,3.27E-06,3.26E-06,0.019291496,0.019222913,,,1.95E-16,0.000183822,,335,0.06,9.95E-10,5.97E-11
2019-07-08,2979.77002,2980.76001,2970.090088,2975.949951,2975.949951,2904550000,,-0.004847173,-0.004835444,2.35E-05,2.34E-05,0.019320015,0.01925133,,,1.49E-15,0.000183822,,334,0.06,1.06E-09,6.35E-11
2019-07-09,2965.52002,2981.899902,2963.439941,2979.629883,2979.629883,3028210000,,0.001235793,0.001236557,1.53E-06,1.53E-06,0.019347098,0.019278308,,,1.03E-16,0.000183822,,333,0.06,1.13E-09,6.76E-11
2019-07-10,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,3154240000,,0.004500547,0.004510689,2.03E-05,2.03E-05,0.019376008,0.019307113,,,1.46E-15,0.000183822,,332,0.06,1.20E-09,7.19E-11
2019-07-11,2999.620117,3002.330078,2988.800049,2999.909912,2999.909912,3154620000,,0.00228262,0.002285227,5.21E-06,5.22E-06,0.019403594,0.019334587,,,3.99E-16,0.000183822,,331,0.06,1.27E-09,7.65E-11
2019-07-12,3003.360107,3013.919922,3001.870117,3013.77002,3013.77002,2974960000,,0.004609534,0.004620175,2.12E-05,2.13E-05,0.019432478,0.019363365,,,1.74E-15,0.000183822,,330,0.06,1.36E-09,8.13E-11
2019-07-15,3017.800049,3017.800049,3008.77002,3014.300049,3014.300049,2874970000,,0.000175854,0.000175869,3.09E-08,3.09E-08,0.019460244,0.019391017,,,2.68E-18,0.000183822,,329,0.06,1.44E-09,8.65E-11
2019-07-16,3012.129883,3015.02002,3001.149902,3004.040039,3004.040039,3290650000,,-0.003409585,-0.003403779,1.16E-05,1.16E-05,0.019489794,0.019420462,,,1.07E-15,0.000183822,,328,0.06,1.53E-09,9.21E-11
2019-07-17,3005.100098,3005.26001,2984.25,2984.419922,2984.419922,3181600000,,-0.006552665,-0.006531244,4.29E-05,4.27E-05,0.019518574,0.019449134,,,4.18E-15,0.000183822,,327,0.06,1.63E-09,9.79E-11
2019-07-18,2978.870117,2998.280029,2973.090088,2995.110107,2995.110107,3296580000,,0.003575598,0.003581998,1.28E-05,1.28E-05,0.019545037,0.01947549,,,1.34E-15,0.000183822,,326,0.06,1.74E-09,1.04E-10
2019-07-19,3004.26001,3006.02002,2975.860107,2976.610107,2976.610107,3260360000,,-0.006195889,-0.006176735,3.84E-05,3.82E-05,0.01957399,0.019504331,,,4.23E-15,0.000183822,,325,0.06,1.85E-09,1.11E-10
2019-07-22,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,3003720000,,0.002824702,0.002828695,7.98E-06,8.00E-06,0.019601067,0.0195313,,,9.44E-16,0.000183822,,324,0.06,1.97E-09,1.18E-10
2019-07-23,2994.73999,3005.899902,2988.560059,3005.469971,3005.469971,3313660000,,0.006824145,0.006847483,4.66E-05,4.69E-05,0.019630665,0.019560787,,,5.88E-15,0.000183822,,323,0.06,2.09E-09,1.25E-10
2019-07-24,2998.77002,3019.590088,2996.820068,3019.560059,3019.560059,3428980000,,0.004677193,0.004688148,2.19E-05,2.20E-05,0.019657363,0.019587351,,,2.93E-15,0.000183822,,322,0.06,2.22E-09,1.33E-10
2019-07-25,3016.26001,3016.310059,2997.23999,3003.669922,3003.669922,3645270000,,-0.005276297,-0.005262401,2.78E-05,2.77E-05,0.019686138,0.019616007,,,3.93E-15,0.000183822,,321,0.06,2.37E-09,1.42E-10
2019-07-26,3013.25,3027.97998,3012.590088,3025.860107,3025.860107,3257590000,,0.007360536,0.007387691,5.42E-05,5.46E-05,0.019714578,0.019644336,,,8.24E-15,0.000183822,,320,0.06,2.52E-09,1.51E-10
2019-07-29,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,3203710000,,-0.001617422,-0.001616114,2.62E-06,2.61E-06,0.019741071,0.019670688,,,4.20E-16,0.000183822,,319,0.06,2.68E-09,1.61E-10
2019-07-30,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,3634330000,,-0.002581985,-0.002578655,6.67E-06,6.65E-06,0.019771781,0.019701287,,,1.14E-15,0.000183822,,318,0.06,2.85E-09,1.71E-10
2019-07-31,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,4623430000,,-0.010945207,-0.010885526,0.000119798,0.000118495,0.019802315,0.019731709,,,2.15E-14,0.000183822,,317,0.06,3.03E-09,1.82E-10
2019-08-01,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059,4762300000,,-0.009039527,-0.008998794,8.17E-05,8.10E-05,0.019823995,0.019753296,,,1.57E-14,0.000183822,,316,0.06,3.22E-09,1.93E-10
2019-08-02,2943.899902,2945.5,2914.110107,2932.050049,2932.050049,3874660000,,-0.007309389,-0.00728274,5.34E-05,5.30E-05,0.019848825,0.01977802,,,1.09E-14,0.000183822,,315,0.06,3.43E-09,2.06E-10
2019-08-05,2898.070068,2898.070068,2822.120117,2844.73999,2844.73999,4513730000,,-0.030230182,-0.02977782,0.000913864,0.000886719,0.019876039,0.019805123,,,1.94E-13,0.000183822,,314,0.06,3.65E-09,2.19E-10
2019-08-06,2861.179932,2884.399902,2847.419922,2881.77002,2881.77002,4154240000,,0.012933024,0.013017017,0.000167263,0.000169443,0.019834432,0.019764233,,,3.95E-14,0.000183822,,313,0.06,3.88E-09,2.33E-10
2019-08-07,2858.649902,2892.169922,2825.709961,2883.97998,2883.97998,4491750000,,0.000766582,0.000766876,5.88E-07,5.88E-07,0.019852637,0.01978219,,,1.46E-16,0.000183822,,312,0.06,4.13E-09,2.48E-10
2019-08-08,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,4106370000,,0.018588463,0.018762304,0.000345531,0.000352024,0.019884379,0.019813819,,,9.28E-14,0.000183822,,311,0.06,4.39E-09,2.64E-10
2019-08-09,2930.51001,2935.75,2900.149902,2918.649902,2918.649902,3350640000,,-0.006638593,-0.006616607,4.41E-05,4.38E-05,0.01988841,0.019817374,,,1.23E-14,0.000183822,,310,0.06,4.67E-09,2.80E-10
2019-08-12,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,2851630000,,-0.012393809,-0.012317322,0.000153607,0.000151716,0.019916894,0.019845742,,,4.53E-14,0.000183822,,309,0.06,4.97E-09,2.98E-10
2019-08-13,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,3853600000,,0.015018346,0.015131688,0.000225551,0.000228968,0.019936632,0.019865398,,,7.27E-14,0.000183822,,308,0.06,5.29E-09,3.17E-10
2019-08-14,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4312530000,,-0.029730352,-0.029292753,0.000883894,0.000858065,0.019950626,0.019879071,,,2.90E-13,0.000183822,,307,0.06,5.63E-09,3.38E-10
2019-08-15,2846.199951,2856.669922,2825.51001,2847.600098,2847.600098,4038000000,,0.002461237,0.002464268,6.06E-06,6.07E-06,0.019910923,0.019840051,,,2.18E-15,0.000183822,,306,0.06,5.99E-09,3.59E-10
2019-08-16,2864.73999,2893.629883,2864.73999,2888.679932,2888.679932,3498150000,,0.014323058,0.014426125,0.00020515,0.000208113,0.019942934,0.019871944,,,7.95E-14,0.000183822,,305,0.06,6.37E-09,3.82E-10
2019-08-19,2913.47998,2931,2913.47998,2923.649902,2923.649902,3212880000,,0.012033175,0.012105865,0.000144797,0.000146552,0.019958758,0.019887468,,,5.96E-14,0.000183822,,304,0.06,6.77E-09,4.06E-10
2019-08-20,2919.01001,2923.629883,2899.600098,2900.51001,2900.51001,3066300000,,-0.007946215,-0.007914727,6.31E-05,6.26E-05,0.019979641,0.01990812,,,2.71E-14,0.000183822,,303,0.06,7.21E-09,4.32E-10
2019-08-21,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,3011190000,,0.00821298,0.008246799,6.75E-05,6.80E-05,0.020007377,0.019935739,,,3.13E-14,0.000183822,,302,0.06,7.67E-09,4.60E-10
2019-08-22,2930.939941,2939.080078,2904.51001,2922.949951,2922.949951,2890880000,,-0.000506203,-0.000506075,2.56E-07,2.56E-07,0.020034901,0.019963102,,,1.25E-16,0.000183822,,301,0.06,8.16E-09,4.89E-10
2019-08-23,2911.070068,2927.01001,2834.969971,2847.110107,2847.110107,3937300000,,-0.026288881,-0.025946337,0.000691105,0.000673212,0.020068133,0.019996214,,,3.50E-13,0.000183822,,300,0.06,8.68E-09,5.21E-10
2019-08-26,2866.699951,2879.27002,2856,2878.379883,2878.379883,2857600000,,0.010923113,0.010982988,0.000119314,0.000120626,0.020044169,0.01997267,,,6.68E-14,0.000183822,,299,0.06,9.23E-09,5.54E-10
2019-08-27,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,3533630000,,-0.003208322,-0.003203181,1.03E-05,1.03E-05,0.020067719,0.019996011,,,6.05E-15,0.000183822,,298,0.06,9.82E-09,5.89E-10
2019-08-28,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3097420000,,0.006524151,0.00654548,4.26E-05,4.28E-05,0.020100503,0.020028672,,,2.69E-14,0.000183822,,297,0.06,1.04E-08,6.27E-10
2019-08-29,2910.370117,2930.5,2905.669922,2924.580078,2924.580078,3176190000,,0.012607483,0.012687292,0.000158949,0.000160967,0.020130754,0.020058778,,,1.07E-13,0.000183822,,296,0.06,1.11E-08,6.67E-10
2019-08-30,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,3008450000,,0.000642581,0.000642787,4.13E-07,4.13E-07,0.020151411,0.020079181,,,2.93E-16,0.000183822,,295,0.06,1.18E-08,7.09E-10
2019-09-03,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002,3426790000,,-0.006923009,-0.0068991,4.79E-05,4.76E-05,0.020185502,0.02011315,,,3.59E-14,0.000183822,,294,0.06,1.26E-08,7.55E-10
2019-09-04,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,3163260000,,0.010783725,0.010842079,0.000116289,0.000117551,0.02021577,0.020143294,,,9.44E-14,0.000183822,,293,0.06,1.34E-08,8.03E-10
2019-09-05,2960.600098,2985.860107,2960.600098,2976,2976,3890700000,,0.012925913,0.013009814,0.000167079,0.000169255,0.020240437,0.020167749,,,1.45E-13,0.000183822,,292,0.06,1.42E-08,8.54E-10
2019-09-06,2980.330078,2985.030029,2972.51001,2978.709961,2978.709961,3208280000,,0.000910191,0.000910605,8.28E-07,8.29E-07,0.02026095,0.020187994,,,7.53E-16,0.000183822,,291,0.06,1.51E-08,9.09E-10
2019-09-09,2988.429932,2989.429932,2969.389893,2978.429932,2978.429932,4002890000,,-9.40E-05,-9.40E-05,8.84E-09,8.84E-09,0.020295663,0.020222581,,,8.54E-18,0.000183822,,290,0.06,1.61E-08,9.67E-10
2019-09-10,2971.01001,2979.389893,2957.01001,2979.389893,2979.389893,4390770000,,0.000322252,0.000322304,1.04E-07,1.04E-07,0.020330624,0.020257417,,,1.07E-16,0.000183822,,289,0.06,1.71E-08,1.03E-09
2019-09-11,2981.409912,3000.929932,2975.310059,3000.929932,3000.929932,3927550000,,0.007203672,0.007229681,5.19E-05,5.23E-05,0.020365759,0.020292425,,,5.72E-14,0.000183822,,288,0.06,1.82E-08,1.09E-09
2019-09-12,3009.080078,3020.73999,3000.919922,3009.570068,3009.570068,3791860000,,0.002875016,0.002879153,8.27E-06,8.29E-06,0.020396669,0.020323176,,,9.65E-15,0.000183822,,287,0.06,1.94E-08,1.16E-09
2019-09-13,3012.209961,3017.330078,3002.899902,3007.389893,3007.389893,3520060000,,-0.000724677,-0.000724414,5.25E-07,5.25E-07,0.020431468,0.020357843,,,6.50E-16,0.000183822,,286,0.06,2.06E-08,1.24E-09
2019-09-16,2996.409912,3002.189941,2990.669922,2997.959961,2997.959961,4274640000,,-0.003140513,-0.003135587,9.86E-06,9.83E-06,0.020467111,0.020393358,,,1.29E-14,0.000183822,,285,0.06,2.20E-08,1.32E-09
2019-09-17,2995.669922,3006.209961,2993.72998,3005.699951,3005.699951,3671840000,,0.002578425,0.002581752,6.65E-06,6.67E-06,0.020502143,0.020428259,,,9.34E-15,0.000183822,,284,0.06,2.34E-08,1.40E-09
2019-09-18,3001.5,3007.830078,2978.570068,3006.72998,3006.72998,3435540000,,0.000342633,0.000342692,1.17E-07,1.17E-07,0.020537637,0.02046362,,,1.75E-16,0.000183822,,283,0.06,2.48E-08,1.49E-09
2019-09-19,3010.360107,3021.98999,3003.159912,3006.790039,3006.790039,3251290000,,2.00E-05,2.00E-05,3.99E-10,3.99E-10,0.02057388,0.020499732,,,6.33E-19,0.000183822,,282,0.06,2.64E-08,1.59E-09
2019-09-20,3008.419922,3016.370117,2984.679932,2992.070068,2992.070068,6094740000,,-0.004907599,-0.004895577,2.41E-05,2.40E-05,0.020610326,0.020536047,,,4.04E-14,0.000183822,,281,0.06,2.81E-08,1.69E-09
2019-09-23,2983.5,2999.149902,2982.22998,2991.780029,2991.780029,3186590000,,-9.69E-05,-9.69E-05,9.40E-09,9.40E-09,0.020644891,0.020570478,,,1.69E-17,0.000183822,,280,0.06,2.99E-08,1.79E-09
2019-09-24,3002.429932,3007.97998,2957.72998,2966.600098,2966.600098,3868160000,,-0.008451989,-0.008416371,7.14E-05,7.08E-05,0.020681723,0.020607177,,,1.35E-13,0.000183822,,279,0.06,3.18E-08,1.91E-09
2019-09-25,2968.350098,2989.820068,2952.860107,2984.870117,2984.870117,3318870000,,0.006139685,0.006158572,3.77E-05,3.79E-05,0.020712574,0.020637898,,,7.70E-14,0.000183822,,278,0.06,3.38E-08,2.03E-09
2019-09-26,2985.72998,2987.280029,2963.709961,2977.620117,2977.620117,3077240000,,-0.002431871,-0.002428916,5.91E-06,5.90E-06,0.020746526,0.020671694,,,1.27E-14,0.000183822,,277,0.06,3.60E-08,2.16E-09
2019-09-27,2985.469971,2987.310059,2945.530029,2961.790039,2961.790039,3243650000,,-0.005330535,-0.005316352,2.84E-05,2.83E-05,0.020783427,0.020708459,,,6.50E-14,0.000183822,,276,0.06,3.83E-08,2.30E-09
2019-09-30,2967.070068,2983.850098,2967.070068,2976.73999,2976.73999,3247610000,,0.00503491,0.005047607,2.54E-05,2.55E-05,0.020818572,0.020743466,,,6.23E-14,0.000183822,,275,0.06,4.08E-08,2.45E-09
2019-10-01,2983.689941,2992.530029,2938.699951,2940.25,2940.25,3558040000,,-0.012334127,-0.012258373,0.000152131,0.000150268,0.020854179,0.020778923,,,3.91E-13,0.000183822,,274,0.06,4.34E-08,2.60E-09
2019-10-02,2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,3912520000,,-0.018065404,-0.017903203,0.000326359,0.000320525,0.020878908,0.020803548,,,8.87E-13,0.000183822,,273,0.06,4.61E-08,2.77E-09
2019-10-03,2885.379883,2911.129883,2855.939941,2910.629883,2910.629883,3503640000,,0.007940305,0.007971913,6.30E-05,6.36E-05,0.020888517,0.020813172,,,1.87E-13,0.000183822,,272,0.06,4.91E-08,2.94E-09
2019-10-04,2918.560059,2953.73999,2918.560059,2952.01001,2952.01001,2990830000,,0.014116785,0.014216898,0.000199284,0.00020212,0.020921341,0.020845815,,,6.33E-13,0.000183822,,271,0.06,5.22E-08,3.13E-09
2019-10-07,2944.22998,2959.75,2935.679932,2938.790039,2938.790039,2940140000,,-0.004488352,-0.004478295,2.01E-05,2.01E-05,0.020942356,0.020866502,,,6.68E-14,0.000183822,,270,0.06,5.55E-08,3.33E-09
2019-10-08,2920.399902,2925.469971,2892.659912,2893.060059,2893.060059,3356450000,,-0.015683159,-0.015560819,0.000245961,0.000242139,0.020979324,0.020903328,,,8.58E-13,0.000183822,,269,0.06,5.91E-08,3.54E-09
2019-10-09,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,2726820000,,0.009063296,0.009104492,8.21E-05,8.29E-05,0.02099652,0.020920473,,,3.13E-13,0.000183822,,268,0.06,6.28E-08,3.77E-09
2019-10-10,2918.550049,2948.459961,2917.120117,2938.129883,2938.129883,3217250000,,0.006395203,0.006415696,4.09E-05,4.12E-05,0.02102837,0.020952121,,,1.65E-13,0.000183822,,267,0.06,6.69E-08,4.01E-09
2019-10-11,2963.070068,2993.280029,2963.070068,2970.27002,2970.27002,3580460000,,0.01087958,0.010938978,0.000118365,0.000119661,0.021064076,0.02098766,,,5.11E-13,0.000183822,,266,0.06,7.11E-08,4.27E-09
